Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,Correct,
201733101,1,1,55,93,2,2,clas19.wav,1947,1,
201733101,1,1,56,38,1,1,pop19.wav,3669,0,
201733101,1,1,57,78,1,1,rock19.wav,3152,1,
201733101,1,1,58,27,2,2,clas20.wav,3559,1,
201733101,1,1,59,5,3,3,pop20.wav,3082,1,
201733101,1,1,60,61,1,1,rock20.wav,7722,1,
201733101,1,1,0,68,57,SPACE,BREAK,3590,1,
201733101,1,1,61,73,2,2,clas21.wav,2574,1,
201733101,1,1,62,12,3,3,pop21.wav,3959,1,
201733101,1,1,63,40,3,3,rock21.wav,5920,0,
201733101,1,1,64,18,2,2,clas22.wav,1850,1,
201733101,1,1,65,4,3,3,pop22.wav,3957,1,
201733101,1,1,66,89,1,1,rock22.wav,1772,1,
201733101,1,1,67,64,2,2,clas23.wav,9228,1,
201733101,1,1,68,62,3,3,pop23.wav,7648,1,
201733101,1,1,69,14,1,1,rock23.wav,2314,1,
201733101,1,1,70,72,2,2,clas24.wav,5210,1,
201733101,1,1,0,79,57,SPACE,BREAK,1269,1,
201733101,1,1,71,94,1,1,pop24.wav,9432,0,
201733101,1,1,72,53,1,1,rock24.wav,3021,1,
201733101,1,1,73,83,1,1,clas25.wav,5343,0,
201733101,1,1,74,74,1,1,pop25.wav,6171,0,
201733101,1,1,75,82,1,1,rock25.wav,1461,1,
201733101,1,1,76,44,2,2,clas26.wav,3180,1,
201733101,1,1,77,58,3,3,pop26.wav,7257,1,
201733101,1,1,78,50,1,1,rock26.wav,3404,1,
201733101,1,1,79,95,2,2,clas27.wav,2006,1,
201733101,1,1,80,17,3,3,pop27.wav,3645,1,
201733101,1,1,0,90,57,SPACE,BREAK,1181,1,
201733101,1,1,81,84,1,1,rock27.wav,2103,1,
201733101,1,1,82,86,2,2,clas28.wav,1774,1,
201733101,1,1,83,28,3,3,pop28.wav,4102,1,
201733101,1,1,84,76,3,3,rock28.wav,4235,0,
201733101,1,1,85,32,2,2,clas29.wav,3366,1,
201733101,1,1,86,30,1,1,pop29.wav,9341,0,
201733101,1,1,87,91,1,1,rock29.wav,3521,1,
201733101,1,1,88,54,2,2,clas30.wav,2452,1,
201733101,1,1,89,88,1,1,pop30.wav,3277,0,
201733101,1,1,90,67,1,1,rock30.wav,5517,1,
201733101,1,1,0,101,57,SPACE,"Thank you, this is the end of the experiment - Press spacebar to exit",1320,1,
,,,,,,,,4.51129703,82,19
