Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,Correct,
201500166,1,1,73,73,2,2,clas25.wav,1561,1,
201500166,1,1,74,98,3,3,pop25.wav,2957,1,
201500166,1,1,75,81,1,1,rock25.wav,17521,1,
201500166,1,1,76,50,2,2,clas26.wav,7936,1,
201500166,1,1,77,22,3,3,pop26.wav,6282,1,
201500166,1,1,78,56,1,1,rock26.wav,5084,1,
201500166,1,1,79,48,2,2,clas27.wav,1902,1,
201500166,1,1,80,87,1,1,pop27.wav,3570,0,
201500166,1,1,0,90,57,SPACE,BREAK,1016,1,
201500166,1,1,81,40,2,2,rock27.wav,4581,0,
201500166,1,1,82,42,2,2,clas28.wav,1950,1,
201500166,1,1,83,39,3,3,pop28.wav,3124,1,
201500166,1,1,84,93,1,1,rock28.wav,2678,1,
201500166,1,1,85,12,2,2,clas29.wav,2566,1,
201500166,1,1,86,21,2,2,pop29.wav,2964,0,
201500166,1,1,87,26,2,2,rock29.wav,1873,0,
201500166,1,1,88,14,2,2,clas30.wav,2887,1,
201500166,1,1,89,29,2,2,pop30.wav,2649,0,
201500166,1,1,90,82,2,2,rock30.wav,6098,0,
201500166,1,1,0,101,57,SPACE,"Thank you, this is the end of the experiment - Press spacebar to exit",1387,1,
,,,,,,,,4.248029703,88,13
