Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,Correct,
201314943,1,1,0,90,57,SPACE,BREAK,1259,1,
201314943,1,1,81,60,2,2,rock27.wav,5744,0,
201314943,1,1,82,4,2,2,clas28.wav,5684,1,
201314943,1,1,83,48,1,1,pop28.wav,13784,0,
201314943,1,1,84,91,1,1,rock28.wav,9275,1,
201314943,1,1,85,10,2,2,clas29.wav,26725,1,
201314943,1,1,86,66,2,2,pop29.wav,3579,0,
201314943,1,1,87,9,2,2,rock29.wav,24815,0,
201314943,1,1,88,81,2,2,clas30.wav,5351,1,
201314943,1,1,89,19,1,1,pop30.wav,28578,0,
201314943,1,1,90,20,2,2,rock30.wav,25928,0,
201314943,1,1,0,101,57,SPACE,"Thank you, this is the end of the experiment - Press spacebar to exit",8438,1,
,,,,,,,,15.82305941,75,26
